,Pos,Player,Team,Auction Value,Upside,Downside,Exp_PTS,Hi_PTS,Lo_PTS
821,QB,Taysom Hill,NO,0.0,2.08436724565757,-3.4243176178660066,25.7,32.7,14.2
2769,WR,Justin Hardy,ATL,0.0,0.26799007444168704,-0.2084367245657567,25.3,26.2,24.6
2770,WR,Tavon Austin,DAL,0.0,1.3697270471464031,-1.0124069478908189,25.2,29.8,21.8
194,RB,Jordan Scarlett,CAR,0.0,2.560794044665014,-2.7990074441687365,25.1,33.7,15.7
2771,WR,Jordan Taylor,MIN,0.0,2.828784119106701,-2.560794044665014,25.1,34.6,16.5
2192,TE,Jeff Heuerman,DEN,0.0,4.526054590570722,-2.739454094292805,25.0,40.2,15.8
2193,TE,Jonnu Smith,TEN,0.0,1.1315136476426806,-3.21588089330025,24.8,28.6,14.0
2772,WR,Corey Coleman,NYG,0.0,3.3349875930521105,-2.8585607940446662,24.2,35.4,14.6
2773,WR,Taywan Taylor,TEN,0.0,1.6079404466501255,-4.34739454094293,24.2,29.6,9.6
2774,WR,Justin Watson,TB,0.0,2.203473945409431,-2.501240694789083,23.9,31.3,15.5
195,RB,Dexter Williams,GB,0.0,2.203473945409431,-1.0719602977667493,23.2,30.6,19.6
196,RB,Myles Gaskin,MIA,0.0,4.9727047146402,-4.079404466501243,23.1,39.8,9.4
2775,WR,Jordan Matthews,SF,0.0,10.928039702233255,-6.729528535980153,22.6,59.3,0.0
2194,TE,Virgil Green,LAC,0.0,3.0372208436724577,-1.3399503722084374,22.3,32.5,17.8
2776,WR,J.J. Nelson,OAK,0.0,1.5781637717121597,-0.38709677419354876,22.0,27.3,20.7
197,RB,Mark Walton,MIA,0.0,4.317617866004965,-4.347394540942929,21.9,36.4,7.3
2777,WR,Gary Jennings,SEA,0.0,5.3598014888337495,-3.9007444168734504,21.9,39.9,8.8
2195,TE,Demetrius Harris,CLE,0.0,1.3399503722084374,-2.6203473945409446,21.8,26.3,13.0
2778,WR,Jalen Hurd,SF,0.0,3.6923076923076947,-5.091811414392063,21.8,34.2,4.7
2779,WR,Eli Rogers,PIT,0.0,7.384615384615389,-4.5558312655086874,21.8,46.6,6.5
198,RB,Brandon Bolden,NE,0.0,9.647642679900748,-6.4317617866005,21.6,54.0,0.0
2196,TE,Dwayne Allen,MIA,0.0,3.4243176178660066,-3.2456575682382156,21.6,33.1,10.7
2780,WR,Diontae Johnson,PIT,0.0,3.573200992555832,-1.727047146401986,21.3,33.3,15.5
2197,TE,Tanner Hudson,TB,0.0,0.0,0.0,20.3,20.3,20.3
199,RB,Darrel Williams,KC,0.0,9.856079404466504,-5.389578163771714,20.2,53.3,2.1
2198,TE,Jake Butt,DEN,0.0,1.0719602977667504,-1.5781637717121593,19.9,23.5,14.6
2781,WR,Deon Cain,IND,0.0,0.5657568238213408,-0.4466501240694791,19.9,21.8,18.4
200,RB,Brian Hill,ATL,0.0,8.69478908188586,-5.895781637717125,19.8,49.0,0.0
2199,TE,Drew Sample,CIN,0.0,3.573200992555833,-2.9776674937965275,19.8,31.8,9.8
2782,WR,Preston Williams,MIA,0.0,0.0,0.0,19.6,19.6,19.6
201,RB,Wendell Smallwood,PHI,0.0,11.255583126550873,-5.806451612903229,19.5,57.3,0.0
2200,TE,Maxx Williams,ARI,0.0,1.5186104218362295,-1.6377171215880901,19.5,24.6,14.0
202,RB,Jordan Wilkins,IND,0.0,1.101736972704716,-1.0421836228287842,19.4,23.1,15.9
2201,TE,Josh Hill,NO,0.0,1.5781637717121597,-1.3697270471464031,19.3,24.6,14.7
203,RB,Rod Smith,NYG,0.0,2.858560794044666,-3.21588089330025,19.1,28.7,8.3
204,RB,C.J. Prosise,SEA,0.0,5.925558312655089,-5.687344913151368,19.1,39.0,0.0
2202,TE,Luke Willson,OAK,0.0,1.3399503722084374,-3.394540942928042,19.1,23.6,7.7
2783,WR,Jake Kumerow,GB,0.0,1.1315136476426797,-1.8759305210918125,19.1,22.9,12.8
205,RB,Zach Zenner,DET,0.0,2.322580645161292,-5.657568238213402,19.0,26.8,0.0
2784,WR,Tajae Sharpe,TEN,0.0,3.305210918114146,-2.858560794044666,18.9,30.0,9.3
2203,TE,Jakob Johnson,NE,0.0,0.0,0.0,18.5,18.5,18.5
2785,WR,Torrey Smith,CAR,0.0,0.9826302729528543,-1.3399503722084374,18.5,21.8,14.0
2786,WR,Maurice Harris,NE,0.0,2.7990074441687356,-2.70967741935484,18.5,27.9,9.4
2787,WR,DeAndre Carter,HOU,0.0,3.662531017369729,-3.8114143920595547,18.2,30.5,5.4
2204,TE,Nick Boyle,BAL,0.0,1.7866004962779165,-2.679900744416875,18.1,24.1,9.1
2788,WR,Darius Slayton,NYG,0.0,0.0,0.0,18.0,18.0,18.0
2205,TE,Xavier Grimble,PIT,0.0,2.7990074441687356,-2.382133995037222,17.8,27.2,9.8
822,QB,C.J. Beathard,SF,0.0,-5.240694789081889,-5.240694789081889,17.6,0.0,0.0
206,RB,Ameer Abdullah,MIN,0.0,1.8163771712158823,-1.3399503722084374,17.2,23.3,12.7
207,RB,Benny Cunningham,JAC,0.0,4.258064516129034,-2.739454094292806,17.1,31.4,7.9
208,RB,Travis Homer,SEA,0.0,2.501240694789083,-2.5012406947890837,17.1,25.5,8.7
2206,TE,Stephen Anderson,NE,0.0,3.662531017369729,-3.632754342431764,16.8,29.1,4.6
2789,WR,Travis Fulgham,DET,0.0,-0.029776674937965698,-0.029776674937965698,16.8,16.7,16.7
2790,WR,Kelvin Harmon,WAS,0.0,1.6079404466501244,-1.6377171215880901,16.8,22.2,11.3
2207,TE,Levine Toilolo,SF,0.0,2.5905707196029786,-2.6799007444168748,16.7,25.4,7.7
2208,TE,Logan Paulsen,ATL,0.0,0.8635235732009936,-1.191066997518611,16.7,19.6,12.7
209,RB,Qadree Ollison,ATL,0.0,0.02977667493796464,0.02977667493796464,16.3,16.4,16.4
2209,TE,Luke Stocker,ATL,0.0,3.21588089330025,-1.9950372208436733,16.2,27.0,9.5
210,RB,Javorius Allen,NO,0.0,1.5186104218362295,-1.0421836228287846,16.0,21.1,12.5
2210,TE,Anthony Firkser,TEN,0.0,3.5434243176178675,-1.9354838709677429,16.0,27.9,9.5
823,QB,Ryan Tannehill,TEN,0.0,0.3275434243176179,-1.9950372208436737,15.9,17.0,9.2
211,RB,Darius Jackson,DAL,0.0,7.801488833746902,-4.674937965260548,15.7,41.9,0.0
824,QB,Nate Sudfeld,PHI,0.0,-0.02977667493796517,-1.1315136476426806,15.4,15.3,11.6
212,RB,Mike Boone,MIN,0.0,4.019851116625312,-3.007444168734493,15.3,28.8,5.2
2211,TE,Daniel Brown,NYJ,0.0,1.3995037220843678,-1.4292803970223333,15.3,20.0,10.5
2791,WR,Riley Ridley,CHI,0.0,1.6377171215880901,-2.0843672456575693,15.2,20.7,8.2
2212,TE,Erik Swoope,OAK,0.0,6.491315136476429,-4.496277915632756,15.1,36.9,0.0
2213,TE,Eric Tomlinson,NYJ,0.0,1.965260545905708,-3.6029776674937986,14.9,21.5,2.8
2792,WR,Austin Carr,NO,0.0,2.4119106699751867,-2.5310173697270484,14.8,22.9,6.3
2793,WR,Isaiah McKenzie,BUF,0.0,5.8064516129032295,-4.377171215880895,14.7,34.2,0.0
213,RB,Trayveon Williams,CIN,0.0,4.079404466501242,-2.5607940446650135,14.5,28.2,5.9
2794,WR,Braxton Berrios,NE,0.0,0.0,0.0,14.5,14.5,14.5
2214,TE,Foster Moreau,OAK,0.0,1.161290322580646,-1.1315136476426801,14.1,18.0,10.3
214,RB,Thomas Rawls,JAC,0.0,2.0843672456575693,-4.1687344913151385,14.0,21.0,0.0
2215,TE,Darren Fells,HOU,0.0,4.1389578163771725,-4.1687344913151385,14.0,27.9,0.0
2795,WR,Alex Erickson,CIN,0.0,3.21588089330025,-1.7568238213399514,13.8,24.6,7.9
825,QB,Gardner Minshew,JAC,0.0,0.7444168734491319,-1.3697270471464025,13.7,16.2,9.1
826,QB,Will Grier,CAR,0.0,0.05955334987593087,-1.5483870967741942,13.6,13.8,8.4
215,RB,Anthony Sherman,KC,0.0,5.508684863523576,-2.560794044665014,13.3,31.8,4.7
2216,TE,Garrett Celek,SF,0.0,6.699751861042186,-3.960297766749382,13.3,35.8,0.0
827,QB,Blaine Gabbert,TB,0.0,1.846153846153847,-1.1315136476426801,13.2,19.4,9.4
2796,WR,Russell Gage,ATL,0.0,2.4119106699751875,-1.9354838709677427,13.2,21.3,6.7
2797,WR,Rishard Matthews,NO,0.0,0.0,0.0,13.1,13.1,13.1
2217,TE,Dan Arnold,NO,0.0,2.1736972704714654,-1.7866004962779165,13.0,20.3,7.0
2218,TE,Zach Gentry,PIT,0.0,2.0545905707196037,-2.0248138957816386,13.0,19.9,6.2
2798,WR,Russell Shepard,NYG,0.0,3.126550868486354,-2.0843672456575693,13.0,23.5,6.0
2219,TE,MyCole Pruitt,TEN,0.0,5.955334987593055,-3.8411910669975207,12.9,32.9,0.0
2220,TE,Trevon Wesco,NYJ,0.0,0.0,0.0,12.8,12.8,12.8
2799,WR,Brice Butler,MIA,0.0,4.019851116625313,-3.7518610421836245,12.6,26.1,0.0
2800,WR,Geremy Davis,LAC,0.0,2.76923076923077,-1.6674937965260552,12.6,21.9,7.0
2801,WR,Zach Pascal,IND,0.0,3.186104218362284,-3.7220843672456594,12.5,23.2,0.0
2802,WR,Bobo Wilson,TB,0.0,5.449131513647645,-3.6923076923076943,12.4,30.7,0.0
2221,TE,Blake Bell,KC,0.0,2.441687344913152,-2.560794044665014,12.3,20.5,3.7
828,QB,Nick Mullens,SF,0.0,0.9826302729528543,-0.7444168734491319,12.1,15.4,9.6
2803,WR,Mack Hollins,PHI,0.0,2.2034739454094305,-1.7270471464019859,12.1,19.5,6.3
216,RB,Dwayne Washington,NO,0.0,4.496277915632757,-3.573200992555833,12.0,27.1,0.0
2222,TE,Marcedes Lewis,GB,0.0,4.496277915632757,-1.7568238213399514,12.0,27.1,6.1
829,QB,Jeff Driskel,CIN,0.0,1.697270471464021,-3.543424317617868,11.9,17.6,0.0
2804,WR,Cameron Meredith,NO,0.0,1.3995037220843682,-3.543424317617868,11.9,16.6,0.0
830,QB,Chase Daniel,CHI,0.0,0.26799007444168704,-2.114143920595535,11.8,12.7,4.7
2223,TE,Kaden Smith,SF,0.0,1.9652605459057075,-1.9652605459057084,11.8,18.4,5.2
2224,TE,Robert Tonyan,GB,0.0,3.9007444168734513,-3.483870967741937,11.7,24.8,0.0
831,QB,Blake Bortles,LAR,0.0,1.5781637717121593,-1.965260545905708,11.6,16.9,5.0
2805,WR,Vyncint Smith,HOU,0.0,3.066997518610423,-1.6674937965260552,11.6,21.9,6.0
2225,TE,Chris Manhertz,CAR,0.0,2.6799007444168748,-1.6377171215880901,11.5,20.5,6.0
2226,TE,Nick O'Leary,MIA,0.0,1.7568238213399514,-3.3945409429280415,11.4,17.3,0.0
2227,TE,Derek Carrier,OAK,0.0,3.4540942928039717,-3.3945409429280415,11.4,23.0,0.0
2228,TE,Neal Sterling,KC,0.0,1.0124069478908189,-1.280397022332507,11.3,14.7,7.0
2806,WR,Cody Core,CIN,0.0,4.85359801488834,-3.3647642679900764,11.3,27.6,0.0
2807,WR,Trevor Davis,GB,0.0,1.3697270471464031,-1.4888337468982635,11.2,15.8,6.2
832,QB,Robert Griffin,BAL,0.0,1.8461538461538474,-1.0421836228287846,11.1,17.3,7.6
2229,TE,Tyler Conklin,NE,0.0,4.049627791563277,-3.3052109181141454,11.1,24.7,0.0
2230,TE,Isaac Nauta,DET,0.0,1.8163771712158816,-1.8163771712158816,11.1,17.2,5.0
217,RB,Trenton Cannon,NYJ,0.0,0.416873449131514,-0.5955334987593055,11.0,12.4,9.0
2808,WR,Byron Marshall,WAS,0.0,-0.23821339950372242,-0.23821339950372242,11.0,10.2,10.2
2231,TE,Garrett Griffin,NO,0.0,3.245657568238215,-3.245657568238215,10.9,21.8,0.0
2809,WR,Deontay Burnett,NYJ,0.0,2.977667493796527,-3.245657568238215,10.9,20.9,0.0
218,RB,James Develin,NE,0.0,0.8337468982630274,-1.0421836228287849,10.8,13.6,7.3
2810,WR,Josh Bellamy,NYJ,0.0,2.441687344913152,-2.263027295285361,10.8,19.0,3.2
219,RB,Raheem Mostert,SF,0.0,3.960297766749382,-3.186104218362284,10.7,24.0,0.0
220,RB,Zach Line,NO,0.0,0.6848635235732016,-0.4466501240694791,10.7,13.0,9.2
2811,WR,Amara Darboh,SEA,0.0,3.2456575682382156,-3.186104218362284,10.7,21.6,0.0
221,RB,Trey Edmunds,PIT,0.0,3.6923076923076943,-3.156327543424319,10.6,23.0,0.0
222,RB,Alex Armah,CAR,0.0,2.799007444168736,-1.4888337468982638,10.4,19.8,5.4
833,QB,Brett Hundley,ARI,0.0,1.2803970223325065,-0.8933002481389585,10.3,14.6,7.3
2812,WR,Trent Taylor,SF,0.0,1.4292803970223333,-1.3101736972704718,10.2,15.0,5.8
2813,WR,Dylan Cantrell,LAC,0.0,3.21588089330025,-3.0372208436724577,10.2,21.0,0.0
2814,WR,Artavis Scott,LAC,0.0,2.4119106699751875,-2.233250620347395,10.2,18.3,2.7
834,QB,Trevor Siemian,NYJ,0.0,1.1315136476426806,-1.6377171215880901,10.1,13.9,4.6
2232,TE,Antony Auclair,TB,0.0,2.3523573200992565,-1.191066997518611,10.0,17.9,6.0
2815,WR,KeeSean Johnson,ARI,0.0,0.4466501240694791,-0.416873449131514,10.0,11.5,8.6
2816,WR,Brian Quick,WAS,0.0,3.930521091811417,-2.9478908188585624,9.9,23.1,0.0
835,QB,Teddy Bridgewater,NO,0.0,0.5062034739454094,-1.5483870967741946,9.8,11.5,4.6
223,RB,Bruce Anderson,TB,0.0,0.416873449131514,-0.38709677419354827,9.6,11.0,8.3
224,RB,Andy Janovich,DEN,0.0,0.5359801488833752,-0.5955334987593055,9.6,11.4,7.6
836,QB,Matt Barkley,BUF,0.0,0.05955334987593034,-0.5657568238213403,9.5,9.7,7.6
2817,WR,Brandon Powell,DET,0.0,3.7816377171215896,-2.828784119106701,9.5,22.2,0.0
2233,TE,Seth DeValve,CLE,0.0,3.6923076923076943,-2.799007444168736,9.4,21.8,0.0
837,QB,Paxton Lynch,SEA,0.0,0.863523573200993,-1.429280397022333,9.2,12.1,4.4
225,RB,Garrett Griffin,NO,0.0,-0.02977667493796517,-0.02977667493796517,9.1,9.0,9.0
226,RB,Justin Davis,LAR,0.0,5.091811414392063,-2.70967741935484,9.1,26.2,0.0
2234,TE,Jeremy Sprinkle,WAS,0.0,0.4764267990074443,-0.4764267990074443,9.1,10.7,7.5
227,RB,Elijhaa Penny,NYG,0.0,0.7146401985111667,-0.7741935483870973,8.9,11.3,6.3
228,RB,Patrick Ricard,BAL,0.0,-0.11910669975186121,-0.11910669975186121,8.9,8.5,8.5
2235,TE,Ryan Griffin,NYJ,0.0,3.722084367245659,-2.6501240694789097,8.9,21.4,0.0
2818,WR,Chad Williams,ARI,0.0,3.186104218362285,-2.6501240694789097,8.9,19.6,0.0
2236,TE,Ryan Izzo,MIN,0.0,0.0,0.0,8.8,8.8,8.8
2237,TE,Alize Mack,NO,0.0,2.6203473945409446,-2.6203473945409446,8.8,17.6,0.0
229,RB,Mike Weber,DAL,0.0,0.8933002481389583,-0.8635235732009928,8.7,11.7,5.8
230,RB,John Kelly,LAR,0.0,1.8163771712158823,-1.875930521091812,8.7,14.8,2.4
2238,TE,Richard Rodgers,PHI,0.0,3.3349875930521105,-1.7270471464019856,8.7,19.9,2.9
2239,TE,Dalton Schultz,DAL,0.0,0.6848635235732016,-0.4168734491315137,8.7,11.0,7.3
231,RB,Dontrell Hilliard,CLE,0.0,2.2630272952853607,-2.5607940446650135,8.6,16.2,0.0
232,RB,Paul Perkins,NYG,0.0,2.4119106699751875,-2.5310173697270484,8.5,16.6,0.0
233,RB,Josh Ferguson,HOU,0.0,0.02977667493796517,-0.05955334987593034,8.5,8.6,8.3
2240,TE,Durham Smythe,MIA,0.0,0.5062034739454094,-0.5062034739454098,8.5,10.2,6.8
234,RB,Dare Ogunbowale,TB,0.0,2.4714640198511173,-2.5012406947890833,8.4,16.7,0.0
2241,TE,Jason Vander Laan,CAR,0.0,-0.02977667493796517,-0.02977667493796517,8.4,8.3,8.3
2819,WR,K.J. Brent,TB,0.0,0.02977667493796517,0.02977667493796517,8.4,8.5,8.5
235,RB,D.J. Foster,ARI,0.0,1.6674937965260552,-1.7866004962779167,8.3,13.9,2.3
838,QB,Tyrod Taylor,LAC,0.0,1.6079404466501244,-1.6377171215880904,8.3,13.7,2.8
839,QB,Joshua Dobbs,PIT,0.0,0.50620347394541,-0.9230769230769235,8.2,9.9,5.1
2820,WR,Ray-Ray McCloud,BUF,0.0,0.14888337468982638,-0.2084367245657567,8.2,8.7,7.5
2821,WR,Vince Mayle,LAC,0.0,0.0,0.0,8.2,8.2,8.2
236,RB,Detrez Newsome,LAC,0.0,1.727047146401986,-1.756823821339951,8.1,13.9,2.2
2242,TE,Cethan Carter,CIN,0.0,-0.02977667493796517,-0.02977667493796517,8.1,8.0,8.0
840,QB,Cooper Rush,DAL,0.0,1.0719602977667497,-1.0124069478908195,8.0,11.6,4.6
2243,TE,Tyrone Swoopes,SEA,0.0,2.7990074441687356,-2.382133995037222,8.0,17.4,0.0
2822,WR,Jaelen Strong,CLE,0.0,2.2332506203473956,-2.382133995037222,8.0,15.5,0.0
237,RB,CJ Ham,MIN,0.0,0.3275434243176179,-0.23821339950372242,7.9,9.0,7.1
2823,WR,Derrick Willies,CLE,0.0,2.5905707196029795,-1.6674937965260557,7.9,16.6,2.3
238,RB,Josh Adams,PHI,0.0,2.1439205955335,-2.3225806451612914,7.8,15.0,0.0
841,QB,Ryan Finley,CIN,0.0,0.0,0.0,7.8,7.8,7.8
239,RB,David Fluellen,TEN,0.0,2.0248138957816386,-1.8163771712158816,7.7,14.5,1.6
240,RB,T.J. Logan,ARI,0.0,1.0421836228287844,-0.9230769230769237,7.7,11.2,4.6
842,QB,Brian Hoyer,NE,0.0,0.9528535980148886,-0.8337468982630276,7.5,10.7,4.7
2244,TE,Jordan Franks,CIN,0.0,3.186104218362285,-2.2034739454094305,7.4,18.1,0.0
2245,TE,Lance Kendricks,NE,0.0,2.977667493796527,-2.2034739454094305,7.4,17.4,0.0
843,QB,Chad Henne,KC,0.0,1.5781637717121595,-0.5359801488833749,7.3,12.6,5.5
2824,WR,Marvin Hall,CHI,0.0,2.6799007444168748,-2.173697270471465,7.3,16.3,0.0
2825,WR,Darvin Kidsy,WAS,0.0,2.0843672456575697,-2.173697270471465,7.3,14.3,0.0
241,RB,Jeff Wilson,SF,0.0,1.9652605459057084,-2.1439205955335,7.2,13.8,0.0
844,QB,DeShone Kizer,GB,0.0,1.5781637717121595,-0.5359801488833749,7.2,12.5,5.4
2826,WR,Darius Jennings,TEN,0.0,1.4888337468982635,-1.4590570719602987,7.2,12.2,2.3
2827,WR,Andy Jones,DET,0.0,1.7866004962779165,-2.1141439205955344,7.1,13.1,0.0
845,QB,Mike Glennon,OAK,0.0,1.6674937965260552,-0.8039702233250625,7.0,12.6,4.3
846,QB,Taylor Heinicke,CAR,0.0,0.5657568238213403,-2.054590570719604,6.9,8.8,0.0
847,QB,Jacoby Brissett,IND,0.0,1.1315136476426801,-1.0719602977667502,6.9,10.7,3.3
848,QB,Drew Stanton,CLE,0.0,1.101736972704715,-1.369727047146403,6.9,10.6,2.3
2828,WR,Josh Malone,CIN,0.0,1.1315136476426801,-1.2506203473945416,6.9,10.7,2.7
2829,WR,Jehu Chesson,WAS,0.0,1.9057071960297773,-2.0248138957816386,6.8,13.2,0.0
2830,WR,Kevin White,ARI,0.0,0.9230769230769237,-0.5657568238213403,6.7,9.8,4.8
242,RB,Taquan Mizzell,CHI,0.0,-0.08933002481389578,-0.08933002481389578,6.5,6.2,6.2
849,QB,Colt McCoy,WAS,0.0,-1.9354838709677429,-1.9354838709677429,6.5,0.0,0.0
850,QB,AJ McCarron,HOU,0.0,1.399503722084368,-1.4888337468982638,6.3,11.0,1.3
2246,TE,Lee Smith,BUF,0.0,0.5657568238213401,-0.5657568238213401,6.3,8.2,4.4
2831,WR,Johnny Holton,PIT,0.0,1.8759305210918122,-1.8759305210918122,6.3,12.6,0.0
2832,WR,Juwann Winfree,DEN,0.0,0.0,0.0,6.2,6.2,6.2
243,RB,Roosevelt Nix,PIT,0.0,1.191066997518611,-1.0719602977667497,6.1,10.1,2.5
2247,TE,Scott Simonson,NYG,0.0,0.11910669975186121,-0.02977667493796517,6.1,6.5,6.0
2248,TE,Sean Culkin,LAC,0.0,0.0,-0.08933002481389578,6.1,6.1,5.8
244,RB,DeAndre Washington,OAK,0.0,1.4590570719602987,-1.7866004962779165,6.0,10.9,0.0
851,QB,Matt Schaub,ATL,0.0,1.3101736972704723,-1.369727047146403,5.9,10.3,1.3
2249,TE,Jordan Leggett,TB,0.0,1.7270471464019856,-1.7568238213399514,5.9,11.7,0.0
245,RB,Patrick DiMarco,BUF,0.0,0.8635235732009928,-0.5955334987593055,5.8,8.7,3.8
2250,TE,David Morgan,MIN,0.0,0.35732009925558333,-0.3275434243176179,5.6,6.8,4.5
2833,WR,Gehrig Dieter,KC,0.0,0.7146401985111667,-0.6848635235732012,5.6,8.0,3.3
2834,WR,Lance Lenoir,DAL,0.0,1.697270471464021,-1.6674937965260552,5.6,11.3,0.0
2835,WR,Jordan Lasley,BAL,0.0,1.6377171215880901,-1.6674937965260552,5.6,11.1,0.0
246,RB,Samaje Perine,WAS,0.0,1.5483870967741942,-1.6377171215880901,5.5,10.7,0.0
247,RB,Jamize Olawale,DAL,0.0,0.5955334987593055,-0.38709677419354876,5.4,7.4,4.1
852,QB,Sean Mannion,MIN,0.0,0.35732009925558333,-0.23821339950372214,5.3,6.5,4.5
2836,WR,Brandon Zylstra,MIN,0.0,1.1017369727047153,-1.5781637717121595,5.3,9.0,0.0
2837,WR,River Cracraft,DEN,0.0,1.2506203473945416,-1.3697270471464025,5.3,9.5,0.7
2838,WR,Noah Brown,DAL,0.0,0.059553349875930604,-0.08933002481389578,5.3,5.5,5.0
248,RB,Tra Carson,GB,0.0,1.5483870967741944,-1.5483870967741944,5.2,10.4,0.0
853,QB,Tom Savage,DET,0.0,1.9354838709677427,-1.5483870967741944,5.2,11.7,0.0
2839,WR,Olabisi Johnson,MIN,0.0,0.02977667493796517,0.02977667493796517,5.2,5.3,5.3
2840,WR,Tommylee Lewis,DET,0.0,2.8883374689826313,-1.5483870967741944,5.2,14.9,0.0
2841,WR,Greg Dortch,NYJ,0.0,0.0,0.0,5.2,5.2,5.2
2842,WR,Braxton Miller,PHI,0.0,1.4888337468982635,-1.5483870967741944,5.2,10.2,0.0
2843,WR,Tanner Gentry,CHI,0.0,1.5186104218362289,-1.5186104218362289,5.1,10.2,0.0
2844,WR,Damion Ratley,CLE,0.0,1.161290322580646,-0.8039702233250625,5.0,8.9,2.3
249,RB,Ty Johnson,DET,0.0,0.0,0.0,4.9,4.9,4.9
2251,TE,Cole Wick,TEN,0.0,1.4590570719602987,-1.4590570719602987,4.9,9.8,0.0
2845,WR,Cam Sims,WAS,0.0,0.0,0.0,4.9,4.9,4.9
250,RB,Troymaine Pope,LAC,0.0,1.399503722084368,-1.4292803970223331,4.8,9.5,0.0
2252,TE,Logan Thomas,DET,0.0,1.3399503722084376,-1.4292803970223331,4.8,9.3,0.0
2253,TE,Rico Gathers,DAL,0.0,1.3101736972704718,-1.4292803970223331,4.8,9.2,0.0
2846,WR,Marcus Kemp,KC,0.0,0.8039702233250625,-1.4292803970223331,4.8,7.5,0.0
2847,WR,Javon Wims,CHI,0.0,0.2679900744416876,-0.3573200992555832,4.8,5.7,3.6
2254,TE,Jerell Adams,HOU,0.0,0.8039702233250625,-1.399503722084368,4.7,7.4,0.0
2848,WR,Chris Lacy,DET,0.0,1.3101736972704718,-1.399503722084368,4.7,9.1,0.0
2849,WR,Dwayne Harris,OAK,0.0,0.4764267990074443,-0.5657568238213403,4.7,6.3,2.8
251,RB,Derek Watt,LAC,0.0,0.7146401985111667,-0.7146401985111664,4.6,7.0,2.2
2255,TE,Jerome Cunningham,DET,0.0,1.3697270471464025,-1.3697270471464025,4.6,9.2,0.0
252,RB,Gregory Howell,HOU,0.0,1.3399503722084374,-1.3399503722084374,4.5,9.0,0.0
2256,TE,Eric Saubert,ATL,0.0,1.965260545905708,-1.3399503722084374,4.5,11.1,0.0
2850,WR,JoJo Natson,LAR,0.0,1.3697270471464025,-1.3399503722084374,4.5,9.1,0.0
2851,WR,Kalif Raymond,TEN,0.0,1.191066997518611,-1.3101736972704723,4.4,8.4,0.0
253,RB,Boston Scott,PHI,0.0,1.2506203473945416,-1.2803970223325067,4.3,8.5,0.0
2852,WR,Andre Roberts,BUF,0.0,0.059553349875930604,-0.08933002481389578,4.3,4.5,4.0
2853,WR,Rashad Ross,CAR,0.0,1.3101736972704718,-1.2803970223325067,4.3,8.7,0.0
2854,WR,Isaac Whitney,HOU,0.0,1.1910669975186112,-1.2803970223325067,4.3,8.3,0.0
254,RB,Kenneth Farrow,MIA,0.0,1.1910669975186108,-1.2506203473945416,4.2,8.2,0.0
255,RB,Nick Bellore,SEA,0.0,1.2208436724565765,-1.2506203473945416,4.2,8.3,0.0
256,RB,Chris Warren III,OAK,0.0,1.1910669975186108,-1.2506203473945416,4.2,8.2,0.0
2855,WR,Hunter Sharp,CIN,0.0,1.2208436724565765,-1.2506203473945416,4.2,8.3,0.0
257,RB,De'Lance Turner,BAL,0.0,1.161290322580646,-1.220843672456576,4.1,8.0,0.0
2257,TE,Gabe Holmes,IND,0.0,1.220843672456576,-1.220843672456576,4.1,8.2,0.0
2856,WR,J'Mon Moore,GB,0.0,1.280397022332507,-1.220843672456576,4.1,8.4,0.0
2857,WR,Jaleel Scott,BAL,0.0,0.0,0.0,4.1,4.1,4.1
2858,WR,Keon Hatcher,OAK,0.0,1.191066997518611,-1.220843672456576,4.1,8.1,0.0
2859,WR,Cam Batson,TEN,0.0,1.2506203473945419,-1.220843672456576,4.1,8.3,0.0
258,RB,Shaun Wilson,WAS,0.0,1.280397022332507,-1.191066997518611,4.0,8.3,0.0
259,RB,Taiwan Jones,HOU,0.0,1.5483870967741942,-1.191066997518611,4.0,9.2,0.0
2258,TE,Joshua Perkins,PHI,0.0,0.29776674937965275,-0.29776674937965275,4.0,5.0,3.0
260,RB,Tyler Ervin,BAL,0.0,1.0124069478908193,-1.1612903225806457,3.9,7.3,0.0
2259,TE,Ross Travis,IND,0.0,1.1315136476426806,-1.1612903225806457,3.9,7.7,0.0
2260,TE,Jacob Hollister,SEA,0.0,1.1612903225806457,-1.1612903225806457,3.9,7.8,0.0
2261,TE,Ben Koyack,JAC,0.0,1.1612903225806457,-1.1612903225806457,3.9,7.8,0.0
2262,TE,Clive Walford,MIA,0.0,1.1612903225806457,-1.1612903225806457,3.9,7.8,0.0
2263,TE,Caleb Wilson,ARI,0.0,1.1315136476426806,-1.1612903225806457,3.9,7.7,0.0
2860,WR,Richie James,SF,0.0,1.07196029776675,-1.1612903225806457,3.9,7.5,0.0
854,QB,Trace McSorley,BAL,0.0,0.0,0.0,3.8,3.8,3.8
2861,WR,Charone Peake,NYJ,0.0,0.4466501240694791,-0.29776674937965275,3.8,5.3,2.8
2862,WR,Isaiah Ford,MIA,0.0,1.1017369727047153,-1.1315136476426804,3.8,7.5,0.0
261,RB,Keith Smith,OAK,0.0,0.14888337468982638,-0.208436724565757,3.7,4.2,3.0
2863,WR,Malik Turner,SEA,0.0,1.0719602977667497,-1.0421836228287846,3.5,7.1,0.0
262,RB,Ricky Ortiz,ATL,0.0,0.5955334987593056,-1.0124069478908193,3.4,5.4,0.0
